actor,character,named,uncredited,voice
Tony Montalbano,Spectator,false,true,false
Ed Moy,Awards Attendee,false,true,false
Kinyumba Mutakabbir,Security Officer,false,true,false
Aryn Nelson,Stark Expo Attendee,false,true,false
Delka Nenkova,Russian Woman,false,true,false
Tony Nevada,SWAT Sergeant Bellows,false,true,false
Nick W. Nicholson,Stark Expo Attendee,false,true,false
Stephen P. Nick,VIP Expo Guest,false,true,false
Allison Ochmanek,Watermelon Girl,false,true,false
Nicolas Pajon,French Reporter,false,true,false
Victor J.W. Pekarcik III,White House Chief of Staff,false,true,false
Joy Sydney Peters,Actress,false,true,false
Erin Pickett,Expo Guest,false,true,false
Olivia Presley,Expo VIP,false,true,false
Steven James Price,Senate Gallery Member,false,true,false
Kiana Prudhont,Expo Kid,false,true,false
Kristin Quick,VIP Expo Guest,false,true,false
Tanner Alexander Redman,1960's Film Crew,false,true,false
Tanoai Reed,Security Guard Fighting Happy Hogan,false,true,false
Anthony J Sacco,Expo Guest,false,true,false
Kelly Sarah Samuels,Stark Expo Attendee,false,true,false
Torin Sixx,Pepper's Birthday Party Guest,false,true,false
Peter Trenholm Smith,Senator,false,true,false
Grace Stanley,Model,false,true,false
Douglas Swander,Party Guest,false,true,false
Michael A. Templeton,US Senator,false,true,false
Denise Vasquez,Sci Expo Attendee,false,true,false
Lucy Walsh,Scientist in explosion,false,true,false
Peter Sebastian Wrobell,Tony Stark Usher,false,true,false
Maria Zambrana,Expo Attendee,false,true,false
