actor,character,named,uncredited,voice
J. Blakemore,SHIELD Agent,false,true,false
Troy Bogdan,Mall Pedestrian,false,true,false
Sharita Bone,Patron,false,true,false
Nicolas Bosc,French Pirate,false,true,false
Colin Botts,DC Pedestrian,false,true,false
Ken Bray,Smithsonian Guard,false,true,false
Drew Breeden,Armed Guard,false,true,false
Cristee Brianas,Mall Guest,false,true,false
Kathryn Bright,Museum Visitor,false,true,false
John Brooks Jr.,Quinjet Pilot,false,true,false
Brittany Buck,Mall Patron,false,true,false
Jeremy Michael Burns,SHIELD Strike Agent,false,true,false
Amanda Burry,Museum Patron,false,true,false
Travis Allen Bush,SHIELD Agent,false,true,false
Jose W. Byers,SHIELD Strike Agent,false,true,false
Rachel Camacho,Museum Visitor,false,true,false
Ulysses E. Campbell,DC Businessman,false,true,false
Steven Thomas Capp,Baseball Player,false,true,false
Cullen G. Chambers,Secretary of Defense,false,true,false
Sandhya Chandel,SHIELD Agent,false,true,false
Michael V. Chastain,Driver,false,true,false
Giles Clarke,SHIELD Strike Agent,false,true,false
Daniel Clifford,SHIELD Strike Agent,false,true,false
David Cohen,DC Businessman,false,true,false
Joel Cole,SHIELD Flight Deck crew,false,true,false
Adrian Coles,DC Pedestrian,false,true,false
Andrew Constantini,WW2 Russian Soldier,false,true,false
Kelly Copeland,Mall Patron,false,true,false
Martin Cremer,SHIELD Agent,false,true,false
Layla Cushman,SHIELD Agent,false,true,false
Guy Cusson,Virtual Repelling Strike Force Agent,false,true,false
Rydell Danzie,SHIELD Strike Agent,false,true,false
Alan Davis,National Mall Jogger,false,true,false
Rick L. Dean,Surgeon,false,true,false
Rick Dremann,DC Pedestrian,false,true,false
Damon Driver,Sergeant Duffy,true,true,false
Shannon Edwards,DC Commuter,false,true,false
Michael Eric,SHIELD Strike Agent,false,true,false
Mark Falvo,Museum Vistor,false,true,false
John Fecek,DC Professional,false,true,false
Rod Fielder,Pedestrian,false,true,false
Roshawn Franklin,Virtual DC Cop,false,true,false
Alvin J. Frazier II,SHIELD Tech Agent,false,true,false
Logan Fry,Guest Services Volunteer,false,true,false
Lauren Gabbard,DC Pedestrian,false,true,false
Carmen Gangale,Mall Patron,false,true,false
Bryan Geary,Museum Guest,false,true,false
JoAnna Leigh Gerondale,SHIELD Agent,false,true,false
Nicholas Gibeault,Apple Store Shopper,false,true,false
Shawn Gonzalez,Museum Guest,false,true,false
Henry Goodman,Dr. List,true,true,false
David Gragg,Museum Patron,false,true,false
Rylend Grant,Stabbing Vagrant,false,true,false
Philip Greene,Smithsonian Visitor,false,true,false
Dot Gregory,Museum Staff,false,true,false
Jordan Greytak,Military Veteran,false,true,false
Beshoy Hanna,Victim,false,true,false
Aswan Harris,SHIELD Security,false,true,false
Carmen Dee Harris,Mall Patron,false,true,false
Kriz Chris Henri Harriz,Street Dealer,false,true,false
Brian Hartong,SHIELD Agent,false,true,false
Nate Hatton,DC Businessman,false,true,false
Josh Heileman,SHIELD Strike Agent,false,true,false
Dominique Henderson,Pedestrian,false,true,false
Rachel Herrick,Mall Pedestrian,false,true,false
David Hill,Politician,false,true,false
Hamilton Ray Hodge,SHIELD Agent,false,true,false
Jenna Hoskins,DC Business Woman,false,true,false
James Howard,Smithsonian Guard,false,true,false
Raiden Integra,Mall Pedestrian,false,true,false
Johnathon L. Jackson,Strike Force Agent,false,true,false
Chris Jameson,DC Businessman,false,true,false
Domaine Javier,ER Nurse,false,true,false
Vimalraj Jayaseelan,Museum Visitor,false,true,false
Christopher Kaczmarek,Museum Guest,false,true,false
Mike Karban,SHIELD Security Guard,false,true,false
Bill Kennedy,DC Cop,false,true,false
Robert E. Kerr,SHIELD Agent,false,true,false
Andrew Kiser,Museum Guest,false,true,false
Kevin Kissig,SHIELD Strike Agent / Driver,false,false,false
Jason Klingensmith,SHIELD Agent,false,true,false
Sharyn Kmieciak,Museum Visitor / Mall Patron,false,false,false
Tara Kodosky,SHIELD Tech Agent,false,true,false
Thomas Kretschmann,Baron Wolfgang von Strucker,true,true,false
Inder Kumar,DC Pedestrian,false,true,false
Justin Lally,Man with Captain America shirt,false,true,false
Jennifer Lavi,DC Business Woman,false,true,false
Annette Lawless,SHIELD Agent,false,true,false
Kris Leiter,Precision Driver,false,true,false
James Lewis,Smithsonian Museum Visitor,false,true,false
Lucas Lind,CIA Recruit,false,true,false
Scott Lockhart,Pedestrian,false,true,false
Carlos Lopez Jr.,SWAT Member,false,true,false
George Ludden,Smithsonian Employee,false,true,false
Les Mahoney,Quinjet Pilot,false,true,false
Phil Mallon,DC Pedestrian,false,true,false
Charlene May,Hostage,false,true,false
Joseph McCaughtry,Pedestrian,false,true,false
Terry McConnaughey,Museum-Employee Supervisor,false,true,false
Kayla McDonald,Pedestrian / Precision Driver,false,false,false
Orlando McNary,Colonel,false,true,false
Neal McNeil,SHIELD Agent,false,true,false
Britney Meeks,Museum Visitor,false,true,false
Justin Mitchiner,Apple Employee,false,true,false
Brian R. Moore,DC Cop,false,true,false
Tony Moore,DC Professional,false,true,false
Sue Danna Myer,Mall Patron,false,true,false
Paul Nandzik,Mall Patron,false,true,false
Elizabeth Olsen,Wanda Maximoff,true,true,false
Philip Ongert,Ship Hostage,false,true,false
Roger Petan,Man exiting apartment 1938 flashback,false,true,false
Edward Pfeifer,Mall Patron,false,true,false
Bryan Pixler,Museum Security Guard,false,true,false
Paul J. Porter,SHIELD Strike Agent,false,true,false
Sage Porter,SHIELD Tech,false,true,false
LaTrallo Presley,DC Construction Worker / Pedestrian,false,false,false
Kristina Randjelovic,SHIELD Agent / Mall Patron,false,false,false
Marse Ratliff,Pedestrian / Businessman,false,false,false
Martin Reese,SHIELD Agent,false,true,false
Brent Reichert,SHIELD Agent,false,true,false
Katana Ren,DC Pedestrian,false,true,false
Danea Rhodes,Mall Pedestrian,false,true,false
Vincent Riviezzo,DC Businessman,false,true,false
Paul David Roberts,Sound Guy,false,true,false
Jason Rocco,Museum Visitor,false,true,false
Earl Rorer,Military Veteran,false,true,false
Trent Rowland,1940's Soldier,false,true,false
Gabriella Sagnes,Mall Shopper / Museum Guest,false,false,false
Jostein Sagnes,Kid at the museum,false,true,false
Brenda Sampson,Museum Patron,false,true,false
Lynda Santa,DC Pedestrian,false,true,false
Melissa Santiago,Mall Patron,false,true,false
Jason G. Sarris,SHIELD Agent,false,true,false
Debbie Scaletta,Museum Visitor,false,true,false
Robert B. Schneider IV,SHIELD Agent,false,true,false
Jeff Seich,SHIELD Security Guard,false,true,false
Nestor Serrano,Committee General,false,true,false
Tom Shafer,Mall Patron,false,true,false
Christina Shaffer,DC Driver,false,true,false
Joel Shock,SHIELD Security,false,true,false
Michael Simpson Jr.,SHIELD Agent,false,true,false
Brandon Singleton,Museum Tourist,false,true,false
Matthew Skomo,SHIELD Strike Agent,false,true,false
Kevin Slone,DC Pedestrian,false,true,false
Al Sotto,Museum Guest,false,true,false
Jason Speer,Husband,false,true,false
Patrick Michael Strange,DC Businessman,false,true,false
Derek Talib,SHIELD Agent,false,true,false
Aaron Taylor-Johnson,Pietro Maximoff,true,true,false
Simmie Terrell,Civilian,false,true,false
Joel Thingvall,Museum Visitor,false,true,false
Robert P. Thitoff,SHIELD Agent,false,true,false
Bryon Tobin,Mall pedestrian,false,true,false
Nicole Tubbs,DC Pedestrian,false,true,false
Ron Underdahl,Riley,true,true,false
Jason L. Wang,DC Pedestrian,false,true,false
Christopher Warner,Baseball Coach,false,true,false
Lawrence Whitener,SAG Vehicle Driver,false,true,false
Jasmine With,Mall Patron,false,true,false
Xavier Wolf,Boy in Captain America Suit,false,true,false
Travis Wong,French Pirate / SHIELD Strike Agent,false,false,false
Theresa Wylie,Museum Visitor,false,true,false
Mitchell Yee,Hydra Soldier,false,true,false
Jimmel Young,Mall Pedestrian,false,true,false
