actor,character,named,uncredited,voice
Johann Carchidi Abreu,New Years Convention Technician,false,true,false
Keion Adams,Secret Service Agent,false,true,false
Daniel Agger,Himself,false,true,false
Joseph Akharoh Jr.,NYE Party Guy,false,true,false
Marcus Alston,Extra,false,true,false
Aesop Aquarian,Village Elder,false,true,false
Laura Avery,Saloon Girl,false,true,false
Laura Avnaim,Nurse,false,true,false
Ric Bagoly,Photographer,false,true,false
Del Baron,Reporter,false,true,false
Kayla Bechor,Girl crying,false,true,false
Elizabeth Becka,Air Force One Senior White House Staff,false,true,false
Logan Bennett,Onlooker,false,true,false
Olga Bespalenko,Stylist Girl,false,true,false
Jason Bigart,Henchman,false,true,false
Yuki Bird,Party Guest,false,true,false
Sharika Blockett,Onlooker at Hospital,false,true,false
Rustam Branaman,Agent Danbury,true,true,false
Lorraine Caporaso,Aristocrat Hotel Guest,false,true,false
John Carter,White House Press Reporter,false,true,false
Vince Casademont,Drunk Conventioneer,false,true,false
Chevy Lamont Cofield,News Reporter,false,true,false
Stephen L. Cohen,Mandarin Guard,false,true,false
Brian Cole,Motorcycle Cop,false,true,false
Raul Colon,Bar Patron,false,true,false
Andrea Conrad,Photographer,false,true,false
Darin Cooper,Techie,false,true,false
Christopher Cozort,Pageant Guest / Saloon Patron,false,false,false
Jeff Crofut,Man in Cowboy Hat,false,true,false
Todd Davis,Townsman,false,true,false
Drew Day,Vice President's Young Son,false,true,false
Christopher De Stefano,Neptune's Net Bar Patron - Man in Hat,false,true,false
Mariam Devash,Bern Concierge,false,true,false
Gordon Dillard Jr.,Extremis Soldier,false,true,false
Stephen Dixon,Marine,false,true,false
Brenden Donovan,Stark Security Guard,false,true,false
Steve Earnest,White House Photographer,false,true,false
Kerry Everett,White House Reporter,false,true,false
Kim Farris,Waitress,false,true,false
Kale Flowers,Mandarin Tech Guard,false,true,false
Carolyn Foland,Waitress,false,true,false
Don Folz,White House Reporter,false,true,false
Patrick H. Fox,New Years Eve Reveler,false,true,false
William Frasca,LA Local,false,true,false
Gregory French,Insurgent,false,true,false
Fred Galle,White House Press Reporter,false,true,false
Spencer Garrett,Rose Hills Sheriff,false,true,false
Lana Gautier,Reporter #4,false,true,false
Chris Gethard,Juan,true,true,false
David Goebel,AIM Employee,false,true,false
Lino M. Gomes,Extremis Soldier,false,true,false
Jordan Googe,Mandarin's Videography Director,false,true,false
Amy Gorgen,Onlooker,false,true,false
Cindy Goudie,Waitress,false,true,false
Randy Grazio,Secret Service Agent,false,true,false
Albert Guzman,Pakistani,false,true,false
Mike Guzman,Neptune Net Bar Patron,false,true,false
Walid N. Hakim,Insurgent,false,true,false
Trevor Hammonds,Hollywood Tourist,false,true,false
Bryan Hanna,Mandarin Militia,false,true,false
Patrick Hannah,Pageant Judge 2,false,true,false
Joshua Harto,CAOC Analyst,false,true,false
J. Mardrice Henderson,Driver,false,true,false
Ethan Henry,Party Guest #2,false,true,false
Jeffrey Hersh,Bellhop,false,true,false
Joseph Milton Hodges Jr.,Townsperson,false,true,false
Joseph Milton Hodges Sr.,Townsperson,false,true,false
Nancy Rouse Hodges,Christmas Tree Saleswoman,false,true,false
Anthony J. James,Extremis Soldier,false,true,false
Baron Jay,Military Advisor,false,true,false
Dave Jia,Party Guest,false,true,false
Cerina E. Johnson,Extremist,false,true,false
Dean Allen Jones,EMT,false,true,false
Caroline Kahn,Rose Hill Saloon Patron,false,true,false
Justin Kucsulain,Guard,false,true,false
Tanner Lagasca,A.I.M. Employee,false,true,false
Lex Lang,Reporter / Voice Replace,false,false,false
David W. LeBlanc,Drunk Conventioneer,false,true,false
Noa Lindberg,Michele Cusick,true,true,false
Jessica Lorez,Neptunes Net Bar Patron,false,true,false
Michael Lovern,Executed Pakistani Villager,false,true,false
Cody Lowe,Onlooker,false,true,false
Daniel Loyola,Vice President's Older Son,false,true,false
Oscar Magana Jr.,Vice Presidents cousin,false,true,false
Keri Maletto,Convention Photographer,false,true,false
Kenneth Manos,FBI Agent,false,true,false
Michael Mariano,Evan Russell,true,true,false
Baseer Maroof,Rebel Soldier,false,true,false
Pete Marzilli,Party Guy #4,false,true,false
Jen McPherson,East Coast Technical Director,false,true,false
Michael Melendez,Extremis Patient,false,true,false
Keith Middlebrook,Agent Adams,false,true,false
Jeffrey M. Miller,Videographer,false,true,false
Brian Mizula,Onlooker,false,true,false
Brian Patrick Moize,Rose Hill Saloon Patron,false,true,false
Anna Nalepka,Beauty Pagent Guest,false,true,false
Marcus Natividad,Villain #2 / Biker,false,false,false
Crystal Nichol,AIM Tech,false,true,false
Nick W. Nicholson,White House Reporter,false,true,false
Chris Noel,Biker,false,true,false
Vince Offer,Himself,false,true,false
Joseph Oliveira,Bar Patron,false,true,false
Carmelo Oquendo,FBI Agent,false,true,false
Johnny Otto,Military Advisor,false,true,false
Kimberly Ann Parker,White House Press,false,true,false
Indra Patel,Jan Georgoh,true,true,false
Eric Perez,Neptune Net Bar Patron,false,true,false
Andre Pith,Secret Service Agent,false,true,false
Shannon Plummer-White,Pagent Guest,false,true,false
Susie Pratt,Bambi Arbogast,true,true,false
Stacy Rabon,The Nanny,false,true,false
Keith Rafalko,Townsman,false,true,false
Vignesh Raguraman,Shopkeeper,false,true,false
Diezel Ramos,Secret Service Agent,false,true,false
Katja Rauhe,Bar Patron,false,true,false
Sharif Razzaq,Running Civilian,false,true,false
Maiya Reaux,Jessica,true,true,false
Ray Remillard,VP Senior Staff,false,true,false
Jonathan G Rivera,Neptune Net Bar Patron,false,true,false
Christina Rodriguez,Techie,false,true,false
Chris Rourke,Mandarin Videographer,false,true,false
Mark Ruffalo,Bruce Banner,true,true,false
Ari Rufino,Insurgent,false,true,false
Irene Santiago,Reporter,false,true,false
Jon Schweitzer,Michael Dorner,true,true,false
Frank Scozzari,Security Council Advisor,false,true,false
Patrice Sepulveda,Neptunes Patron / Biker,false,false,false
Jon Komp Shin,Extremis Soldier,false,true,false
Matthew Skomo,U.S. Marine P.O.W.,false,true,false
Martin Skrtel,Himself,false,true,false
John L. Smith Jr.,Townsman,false,true,false
Ron Stafford,Pagent Guest,false,true,false
Jimmy Star,Photographer,false,true,false
Dianne Sullivan,Bar Patron,false,true,false
Jason Talmadge,Extreme Soldier,false,true,false
Mark Guy Thompson,White House Secret Service,false,true,false
Levi Tinker,TCL Chinese Theatre Manager,false,true,false
Gina Travis,Judge 1,false,true,false
Deena Trudy,Secret Service Agent,false,true,false
Kirk Urquhart,Party Guest,false,true,false
Denise Vasquez,Vice President Family Member,false,true,false
Joseph Velez,Villain / Biker,false,false,false
Millie Wannamaker,Pagent Guest / TownResident,false,false,false
Kenny Waymack Jr.,Party Guest,false,true,false
Memi West,Pageant,false,true,false
Justin Wheelon,Alex Matthews,true,true,false
Erin Whitaker,Kid 1,false,true,false
Lawrence Whitener,Key West Codger,false,true,false
Michael Shamus Wiles,Bartender,false,true,false
Peter S. Williams,Junior Technician,false,true,false
Ebony Wilson,Stark Employee,false,true,false
Jerry Winsett,Bar Patron,false,true,false
Jessica Winther,Party Girl #1,false,true,false
Mitchell Yee,Mandarin Soldier,false,true,false
Lorynn York,Miss Johnson City,false,true,false
Bridger Zadina,E.J.,true,true,false
